Amplitude ( ADC Kanal) -  (Histogram)	Counts -  (Histogram)
1217	1
1218	1
1219	1
1220	1
1221	1
1222	1
1223	1
1224	1
1225	1
1226	1
1227	2
1228	2
1229	2
1230	2
1231	1
1232	1
1233	1
1234	1
1235	0
1236	0
1237	0
1238	0
1239	0
1240	1
1241	1
1242	1
1243	1
1244	1
1245	1
1246	1
1247	1
1248	2
1249	2
1250	2
1251	1
1252	1
1253	1
1254	2
1255	1
1256	2
1257	2
1258	2
1259	1
1260	1
1261	1
1262	1
1263	1
1264	2
1265	2
1266	2
1267	1
1268	1
1269	0
1270	1
1271	1
1272	0
1273	1
1274	1
1275	1
1276	1
1277	1
1278	0
1279	1
1280	0
1281	0
1282	0
1283	0
1284	1
1285	1
1286	1
1287	1
1288	1
1289	1
1290	1
1291	1
1292	1
1293	1
1294	1
1295	1
1296	1
1297	1
1298	1
1299	1
1300	2
1301	2
1302	2
1303	2
1304	1
1305	1
1306	1
1307	1
1308	1
1309	2
1310	2
1311	2
1312	2
1313	2
1314	2
1315	1
1316	2
1317	2
1318	1
1319	1
1320	1
1321	1
1322	1
1323	1
1324	1
1325	1
1326	1
1327	1
1328	1
1329	1
1330	2
1331	2
1332	2
1333	2
1334	2
1335	2
1336	1
1337	1
1338	1
1339	1
1340	1
1341	1
1342	1
1343	1
1344	1
1345	1
1346	0
1347	0
1348	1
1349	1
1350	1
1351	2
1352	2
1353	2
1354	1
1355	1
1356	0
1357	1
1358	1
1359	1
1360	1
1361	1
1362	1
1363	1
1364	1
1365	1
1366	1
1367	1
1368	1
1369	1
1370	1
1371	1
1372	1
1373	1
1374	1
1375	1
1376	1
1377	1
1378	1
1379	1
1380	1
1381	1
1382	1
1383	1
1384	1
1385	1
1386	1
1387	0
1388	0
1389	0
1390	0
1391	0
1392	1
1393	1
1394	1
1395	1
1396	1
1397	1
1398	1
1399	1
1400	1
1401	1
1402	1
1403	1
1404	1
1405	1
1406	1
1407	1
1408	2
1409	2
1410	1
1411	1
1412	1
1413	0
1414	0
1415	1
1416	1
1417	1
1418	1
1419	1
1420	2
1421	2
1422	2
1423	2
1424	2
1425	1
1426	1
1427	1
1428	1
1429	1
1430	1
1431	1
1432	0
1433	1
1434	1
1435	1
1436	1
1437	2
1438	1
1439	1
1440	1
1441	1
1442	1
1443	1
1444	1
1445	1
1446	2
1447	2
1448	2
1449	2
1450	2
1451	2
1452	2
1453	2
1454	1
1455	1
1456	1
1457	1
1458	1
1459	1
1460	1
1461	1
1462	1
1463	1
1464	1
1465	1
1466	1
1467	1
1468	1
1469	0
1470	1
1471	1
1472	1
1473	1
1474	1
1475	1
1476	1
1477	2
1478	1
1479	2
1480	1
1481	2
1482	1
1483	2
1484	1
1485	2
1486	1
1487	1
1488	1
1489	1
1490	0
1491	1
1492	1
1493	0
1494	0
1495	0
1496	1
1497	1
1498	1
1499	1
1500	2
1501	1
1502	1
1503	1
1504	1
1505	1
1506	1
1507	1
1508	1
1509	1
1510	1
1511	1
1512	1
1513	1
1514	1
1515	1
1516	1
1517	1
1518	1
1519	1
1520	1
1521	1
1522	1
1523	1
1524	1
1525	1
1526	1
1527	1
1528	0
1529	1
1530	1
1531	1
1532	2
1533	2
1534	1
1535	1
1536	1
1537	1
1538	1
1539	0
1540	1
1541	1
1542	1
1543	1
1544	2
1545	2
1546	1
1547	1
1548	1
1549	1
1550	1
1551	1
1552	1
1553	1
1554	1
1555	1
1556	1
1557	1
1558	1
1559	2
1560	1
1561	1
1562	1
1563	1
1564	1
1565	1
1566	2
1567	1
1568	2
1569	1
1570	1
1571	1
1572	1
1573	1
1574	1
1575	0
1576	1
1577	1
1578	1
1579	1
1580	1
1581	0
1582	0
1583	0
1584	0
1585	0
1586	0
1587	0
1588	0
1589	0
1590	0
1591	1
1592	1
1593	1
1594	1
1595	1
1596	1
1597	2
1598	1
1599	1
1600	1
1601	1
1602	1
1603	1
1604	1
1605	1
1606	1
1607	1
1608	1
1609	2
1610	1
1611	1
1612	1
1613	1
1614	0
1615	1
1616	1
1617	0
1618	1
1619	1
1620	1
1621	1
1622	1
1623	1
1624	1
1625	1
1626	1
1627	1
1628	1
1629	1
1630	1
1631	1
1632	1
1633	1
1634	1
1635	2
1636	2
1637	2
1638	2
1639	2
1640	1
1641	2
1642	2
1643	1
1644	2
1645	2
1646	1
1647	1
1648	1
1649	1
1650	1
1651	1
1652	1
1653	1
1654	1
1655	1
1656	1
1657	1
1658	1
1659	1
1660	1
1661	1
1662	1
1663	1
1664	1
1665	0
1666	1
1667	1
1668	0
1669	1
1670	1
1671	1
1672	1
1673	2
1674	2
1675	1
1676	1
1677	1
1678	1
1679	1
1680	1
1681	1
1682	1
1683	2
1684	1
1685	1
1686	1
1687	1
1688	1
1689	1
1690	1
1691	0
1692	0
1693	0
1694	1
1695	1
1696	1
1697	1
1698	1
1699	1
1700	1
1701	1
1702	1
1703	1
1704	1
1705	0
1706	1
1707	1
1708	1
1709	1
1710	2
1711	1
1712	1
1713	1
1714	1
1715	1
1716	1
1717	1
1718	1
1719	1
1720	2
1721	2
1722	2
1723	2
1724	2
1725	2
1726	2
1727	2
1728	2
1729	2
1730	1
1731	1
1732	1
1733	0
1734	0
1735	0
1736	0
1737	1
1738	1
1739	1
1740	1
1741	1
1742	1
1743	1
1744	1
1745	1
1746	1
1747	1
1748	1
1749	1
1750	1
1751	2
1752	2
1753	2
1754	1
1755	1
1756	1
1757	1
1758	1
1759	1
1760	1
1761	1
1762	1
1763	1
1764	1
1765	1
1766	1
1767	1
1768	1
1769	1
1770	1
1771	0
1772	1
1773	1
1774	1
1775	1
1776	1
1777	0
1778	0
1779	0
1780	0
1781	1
1782	1
1783	1
1784	1
1785	1
1786	1
1787	1
1788	1
1789	1
1790	1
1791	1
1792	2
1793	2
1794	2
1795	2
1796	1
1797	0
1798	0
1799	0
1800	0
1801	1
1802	1
1803	1
1804	1
1805	1
1806	1
1807	1
1808	1
1809	1
1810	1
1811	0
1812	1
1813	1
1814	2
1815	2
1816	2
1817	1
1818	1
1819	1
1820	1
1821	1
1822	1
1823	1
1824	1
1825	1
1826	1
1827	1
1828	1
1829	1
1830	1
1831	1
1832	1
1833	1
1834	1
1835	1
1836	1
1837	1
1838	1
1839	1
1840	1
1841	1
1842	0
1843	1
1844	1
1845	1
1846	1
1847	1
1848	1
1849	1
1850	1
1851	1
1852	1
1853	0
1854	1
1855	1
1856	1
1857	1
1858	1
1859	1
1860	2
1861	2
1862	1
1863	1
1864	1
1865	1
1866	1
1867	1
1868	1
1869	1
1870	1
1871	0
1872	1
1873	0
1874	1
1875	1
1876	1
1877	0
1878	1
1879	1
1880	1
1881	1
1882	1
1883	1
1884	1
1885	1
1886	1
1887	1
1888	1
1889	1
1890	1
1891	1
1892	2
1893	2
1894	2
1895	2
1896	2
1897	2
1898	2
1899	1
1900	1
1901	1
1902	1
1903	0
1904	1
1905	1
1906	1
1907	1
1908	2
1909	2
1910	2
1911	2
1912	2
1913	1
1914	1
1915	1
1916	1
1917	2
1918	2
1919	2
1920	2
1921	2
1922	2
1923	1
1924	1
1925	1
1926	1
1927	1
1928	2
1929	1
1930	1
1931	1
1932	1
1933	1
1934	1
1935	1
1936	1
1937	1
1938	1
1939	1
1940	1
1941	2
1942	3
1943	3
1944	2
1945	2
1946	2
1947	1
1948	1
1949	2
1950	2
1951	2
1952	2
1953	1
1954	1
1955	1
1956	0
1957	0
1958	0
1959	0
1960	1
1961	1
1962	1
1963	1
1964	1
1965	0
1966	1
1967	0
1968	0
1969	1
1970	1
1971	1
1972	1
1973	1
1974	1
1975	1
1976	1
1977	1
1978	1
1979	1
1980	1
1981	1
1982	1
1983	1
1984	0
1985	1
1986	2
1987	2
1988	2
1989	2
1990	2
1991	1
1992	1
1993	1
1994	1
1995	2
1996	2
1997	1
1998	1
1999	1
2000	1
2001	1
2002	1
2003	1
2004	1
2005	0
2006	1
2007	1
2008	1
2009	2
2010	2
2011	2
2012	3
2013	2
2014	2
2015	2
2016	1
2017	0
2018	1
2019	1
2020	1
2021	0
2022	0
2023	0
2024	0
2025	1
2026	1
2027	1
2028	1
2029	1
2030	2
2031	3
2032	3
2033	2
2034	2
2035	1
2036	1
2037	1
2038	0
2039	0
2040	0
2041	0
2042	1
2043	1
2044	1
2045	0
2046	1
2047	48
